Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
Texas,2021-11-14,4313394,72760,NA,NA,1.6986454493181022
Utah,2021-11-14,571507,3347,NA,NA,0.5856446202758672
Vermont,2021-11-14,44490,393,NA,NA,0.8833445718138908
Virginia,2021-11-14,942837,14321,NA,NA,1.5189263891849811
Washington,2021-11-14,750477,8934,NA,NA,1.1904428783293826
West Virginia,2021-11-14,282405,4610,NA,NA,1.6324073582266605
Wisconsin,2021-11-14,921221,9679,NA,NA,1.0506707945216185
Wyoming,2021-11-14,107483,1298,NA,NA,1.2076328349599472
Alabama,2020-11-15,215843,3246,88038,124559,1.503870869103932
Alaska,2020-11-15,23162,100,7162,15900,0.4317416457991538
Arizona,2020-11-15,273053,6300,45036,221717,2.3072443811274734
Arkansas,2020-11-15,132166,2159,112383,17624,1.6335517455321338
California,2020-11-15,1039236,18286,NA,NA,1.7594348563615705
Colorado,2020-11-15,159234,2525,9352,147357,1.58571661831016
Connecticut,2020-11-15,88645,4737,9800,74108,5.343787015624119
Delaware,2020-11-15,28395,766,14727,12902,2.69765803838704
District of Columbia,2020-11-15,18814,658,14160,3996,3.497395556500478
Florida,2020-11-15,875096,17489,NA,NA,1.9985235905546364
Georgia,2020-11-15,422905,8956,NA,NA,2.1177332970761755
Hawaii,2020-11-15,16759,222,11958,4579,1.3246613759770869
Idaho,2020-11-15,81317,759,34482,46076,0.9333841632131042
Illinois,2020-11-15,562985,11088,NA,NA,1.9695018517367249
Indiana,2020-11-15,244887,5191,146000,93696,2.1197531922886883
Iowa,2020-11-15,183555,1985,107541,74029,1.081419737953202
Kansas,2020-11-15,117389,1258,2960,113171,1.0716506657352904
Kentucky,2020-11-15,136137,1658,24329,110150,1.2178908011782248
Louisiana,2020-11-15,201981,6121,176107,19753,3.0304830652388097
Maine,2020-11-15,8791,163,6597,2031,1.8541690365146173
Maryland,2020-11-15,164090,4293,8362,151435,2.616247181424828
Massachusetts,2020-11-15,186142,10293,137422,38427,5.529649407441631
Michigan,2020-11-15,275792,8376,138862,128554,3.0370714161396997
Minnesota,2020-11-15,216028,2930,167234,45864,1.3563056640805822
Mississippi,2020-11-15,133340,3540,111430,18370,2.6548672566371683
Missouri,2020-11-15,254411,3406,NA,NA,1.338778590548365
Montana,2020-11-15,45886,514,27472,17900,1.1201673713115112
Nebraska,2020-11-15,96834,779,51928,44127,0.8044695045128777
Nevada,2020-11-15,119006,1908,2601,114497,1.6032805068652
New Hampshire,2020-11-15,14212,499,10842,2871,3.5111173656065295
New Jersey,2020-11-15,295230,16548,39253,239429,5.605121430748907
New Mexico,2020-11-15,63171,1208,24449,37514,1.9122698706685028
New York,2020-11-15,561921,33844,81585,446492,6.0229106938519825
North Carolina,2020-11-15,309118,4756,261719,42643,1.5385710311272718
North Dakota,2020-11-15,62872,726,50835,11311,1.1547270645120244
Ohio,2020-11-15,290243,6195,200715,83333,2.134418401132844
Oklahoma,2020-11-15,150205,1516,123333,25356,1.0092873073466262
Oregon,2020-11-15,56018,759,5870,49389,1.3549216323324649
Pennsylvania,2020-11-15,266381,9255,178070,79056,3.4743468941103157
Rhode Island,2020-11-15,41529,1283,3086,37160,3.0894074020563944
South Carolina,2020-11-15,194014,4110,100742,89162,2.1184038265279823
South Dakota,2020-11-15,64182,621,44814,18747,0.9675609984107694
Tennessee,2020-11-15,305120,3877,268368,32875,1.2706476140534873
Texas,2020-11-15,1035538,20283,861205,225968,1.8314948855755897
Utah,2020-11-15,151141,710,102514,47917,0.4697600254067394
Vermont,2020-11-15,2843,59,2000,784,2.075272599366866
Virginia,2020-11-15,200799,3799,22192,174808,1.891941692936718
Washington,2020-11-15,133391,2493,NA,NA,1.8689416827222227
West Virginia,2020-11-15,32792,574,23077,9141,1.75042693339839
Wisconsin,2020-11-15,323604,2739,235170,85695,0.8464048652056216
Wyoming,2020-11-15,21881,144,12247,9490,0.6581052054293679
Alabama,2021-11-15,839695,15981,NA,NA,1.9031910396036655
Alaska,2021-11-15,145167,831,NA,NA,0.5724441505300791
Arizona,2021-11-15,1214419,21653,NA,NA,1.7829925256439498
Arkansas,2021-11-15,519760,8567,NA,NA,1.6482607357241803
California,2021-11-15,5010109,73111,NA,NA,1.4587586574575846
Colorado,2021-11-15,781960,8620,NA,NA,1.1023581768888435
Connecticut,2021-11-15,407750,8809,NA,NA,2.1603923973022687
Delaware,2021-11-15,147875,2141,NA,NA,1.4478444632290786
District of Columbia,2021-11-15,65371,1194,NA,NA,1.826497988404644
Florida,2021-11-15,3711612,60698,NA,NA,1.6353541264550282
Georgia,2021-11-15,1647265,29861,NA,NA,1.8127623667108816
Hawaii,2021-11-15,85790,977,NA,NA,1.1388273691572444
Idaho,2021-11-15,299849,3745,NA,NA,1.2489619775286895
Illinois,2021-11-15,1735586,28510,NA,NA,1.6426728494007212
Indiana,2021-11-15,1054180,17088,NA,NA,1.6209755449733445
Iowa,2021-11-15,503564,7166,NA,NA,1.4230564535987482
Kansas,2021-11-15,448652,6621,NA,NA,1.4757540365361126
Kentucky,2021-11-15,762226,10270,NA,NA,1.3440623211195697
Louisiana,2021-11-15,764354,14685,NA,NA,1.92123021531908
Maine,2021-11-15,111145,1230,NA,NA,1.106662467947276
Maryland,2021-11-15,571625,11061,NA,NA,1.9350098403673737
Massachusetts,2021-11-15,873281,19159,NA,NA,2.193910093085731
Michigan,2021-11-15,1346868,24308,NA,NA,1.8047796814535648
Minnesota,2021-11-15,841625,9120,NA,NA,1.0836180008911331
Mississippi,2021-11-15,508469,10187,NA,NA,2.0034653046695077
Missouri,2021-11-15,877578,12841,NA,NA,1.4632317583166397
Montana,2021-11-15,184394,2479,NA,NA,1.3444038309272537
Nebraska,2021-11-15,296106,3048,NA,NA,1.0293611071710806
Nevada,2021-11-15,447746,7807,NA,NA,1.743622500256842
New Hampshire,2021-11-15,144626,1622,NA,NA,1.121513420823365
New Jersey,2021-11-15,1218406,28172,NA,NA,2.312201351602011
New Mexico,2021-11-15,292078,5169,NA,NA,1.769732742623546
New York,2021-11-15,2626522,56944,NA,NA,2.168038188905328
North Carolina,2021-11-15,1501801,18411,NA,NA,1.2259280690317824
North Dakota,2021-11-15,155154,1851,NA,NA,1.1930082369774546
Ohio,2021-11-15,1604488,26833,NA,NA,1.6594078609500351
Oklahoma,2021-11-15,652731,11633,NA,NA,1.7822043077469891
Oregon,2021-11-15,378174,4750,NA,NA,1.25603558150481
Pennsylvania,2021-11-15,1645244,32395,NA,NA,1.969008852182412
Rhode Island,2021-11-15,183257,2890,NA,NA,1.577020250249649
South Carolina,2021-11-15,906945,13983,NA,NA,1.5417693465425135
South Dakota,2021-11-15,159343,2281,NA,NA,1.4315031096439756
Tennessee,2021-11-15,1294801,16660,NA,NA,1.2866842086158414
Texas,2021-11-15,4314008,72789,NA,NA,1.6991296947010188
Utah,2021-11-15,571507,3347,NA,NA,0.5856446202758672
Vermont,2021-11-15,44801,393,NA,NA,0.8772125622195933
Virginia,2021-11-15,942837,14321,NA,NA,1.5189263891849811
Washington,2021-11-15,750477,8934,NA,NA,1.1904428783293826
West Virginia,2021-11-15,283075,4610,NA,NA,1.628543672171686
Wisconsin,2021-11-15,921221,9679,NA,NA,1.0506707945216185
Wyoming,2021-11-15,107483,1298,NA,NA,1.2076328349599472
Alabama,2020-11-16,217822,3248,88038,126536,1.4911257816014911
Alaska,2020-11-16,23826,100,7164,16562,0.4197095609837992
Arizona,2020-11-16,275436,6302,45400,223734,2.288008829637375
Arkansas,2020-11-16,133040,2183,114312,16545,1.6408598917618762
California,2020-11-16,1048660,18306,NA,NA,1.745528192482958
Colorado,2020-11-16,163417,2546,9528,151343,1.557977444207151
Connecticut,2020-11-16,88645,4737,9800,74108,5.343787015624119
Delaware,2020-11-16,28803,769,14867,13167,2.66986077839114
District of Columbia,2020-11-16,18977,660,14182,4135,3.4778942930916372
Florida,2020-11-16,885201,17518,NA,NA,1.9789855637307232
Georgia,2020-11-16,424989,8957,NA,NA,2.107583960996638
Hawaii,2020-11-16,16759,222,11958,4579,1.3246613759770869
Idaho,2020-11-16,82245,759,34826,46660,0.9228524530366587
Illinois,2020-11-16,573616,11162,NA,NA,1.945901090625087
Indiana,2020-11-16,251597,5260,146886,99451,2.090644959995549
Iowa,2020-11-16,186314,1989,107888,76437,1.067552626211664
Kansas,2020-11-16,117430,1258,2960,113212,1.0712765051520057
Kentucky,2020-11-16,137586,1661,24329,111596,1.207244923175323
Louisiana,2020-11-16,204513,6132,176107,22274,2.998342403661381
Maine,2020-11-16,8944,165,6681,2098,1.8448121645796065
Maryland,2020-11-16,165930,4302,8374,153254,2.592659555234135
Massachusetts,2020-11-16,188275,10329,137422,40524,5.486124020714381
Michigan,2020-11-16,275792,8376,138862,128554,3.0370714161396997
Minnesota,2020-11-16,223581,2961,172873,47747,1.3243522481785124
Mississippi,2020-11-16,134309,3543,111430,19336,2.637946824114542
Missouri,2020-11-16,255260,3409,NA,NA,1.3355010577450444
Montana,2020-11-16,47158,520,27472,19166,1.1026761100979685
Nebraska,2020-11-16,98161,779,52511,44871,0.7935941972881286
Nevada,2020-11-16,120183,1909,2601,115673,1.588411006548347
New Hampshire,2020-11-16,14552,499,10866,3187,3.4290819131390875
New Jersey,2020-11-16,300283,16566,39489,244228,5.516795822607341
New Mexico,2020-11-16,64201,1215,24788,38198,1.8924938863880625
New York,2020-11-16,566113,33866,81788,450459,5.982197900419174
North Carolina,2020-11-16,312235,4806,261719,45710,1.5392252630230436
North Dakota,2020-11-16,63796,736,51936,11124,1.1536773465421029
Ohio,2020-11-16,298096,6272,202937,88887,2.1040201814180666
Oklahoma,2020-11-16,154128,1528,124793,27807,0.9913837849060522
Oregon,2020-11-16,56880,761,5870,50249,1.3379043600562588
Pennsylvania,2020-11-16,271860,9294,178070,84496,3.4186713749724125
Rhode Island,2020-11-16,41529,1291,3086,37152,3.1086710491463796
South Carolina,2020-11-16,195507,4112,101388,90007,2.103249500017902
South Dakota,2020-11-16,65381,644,45377,19360,0.98499564093544
Tennessee,2020-11-16,310937,3893,270091,36953,1.252022113804404
Texas,2020-11-16,1044492,20373,871784,223221,1.826555660950817
Utah,2020-11-16,153808,718,104317,48773,0.4668157703110371
Vermont,2020-11-16,2889,59,2023,807,2.0422291450328833
Virginia,2020-11-16,201960,3800,22252,175908,1.8815607050901169
Washington,2020-11-16,134969,2505,NA,NA,1.8559817439560196
West Virginia,2020-11-16,33659,582,23077,10000,1.7291066282420748
Wisconsin,2020-11-16,329924,2751,240075,87098,0.8338283968429093
Wyoming,2020-11-16,22494,144,12453,9897,0.6401707121899173
Alabama,2021-11-16,839953,15981,NA,NA,1.9026064553611928
Alaska,2021-11-16,146247,833,NA,NA,0.5695843333538466
Arizona,2021-11-16,1217193,21653,NA,NA,1.7789290605516137
Arkansas,2021-11-16,519911,8579,NA,NA,1.6500901115767892
California,2021-11-16,5014643,73233,NA,NA,1.459872203122639
Colorado,2021-11-16,789430,8701,NA,NA,1.1021876543835425
Connecticut,2021-11-16,409929,8826,NA,NA,2.153055773072898
Delaware,2021-11-16,148149,2141,NA,NA,1.4451666902915308
District of Columbia,2021-11-16,65623,1195,NA,NA,1.82100787833534
Florida,2021-11-16,3711612,60845,NA,NA,1.6393146697445746
Georgia,2021-11-16,1649520,29871,NA,NA,1.8108904408555215
Hawaii,2021-11-16,85885,977,NA,NA,1.1375676777085637
Idaho,2021-11-16,300527,3752,NA,NA,1.248473514858898
Illinois,2021-11-16,1744508,28550,NA,NA,1.636564578666306
Indiana,2021-11-16,1055549,17105,NA,NA,1.6204837482674892
Iowa,2021-11-16,503564,7166,NA,NA,1.4230564535987482
Kansas,2021-11-16,450646,6617,NA,NA,1.4683365657300853
Kentucky,2021-11-16,762940,10280,NA,NA,1.3474191941699216
Louisiana,2021-11-16,765296,14699,NA,NA,1.9206947377223975
Maine,2021-11-16,111144,1230,NA,NA,1.106672424962211
Maryland,2021-11-16,572342,11068,NA,NA,1.9338088066226136
Massachusetts,2021-11-16,879127,19189,NA,NA,2.182733552717639
Michigan,2021-11-16,1370035,24408,NA,NA,1.7815603251011836
Minnesota,2021-11-16,846887,9120,NA,NA,1.0768851098198462
Mississippi,2021-11-16,509275,10203,NA,NA,2.0034362574247706
Missouri,2021-11-16,878314,12841,NA,NA,1.4620056153038663
Montana,2021-11-16,185176,2490,NA,NA,1.3446666954680953
Nebraska,2021-11-16,297214,3048,NA,NA,1.025523696730302
Nevada,2021-11-16,449331,7843,NA,NA,1.7454838415333018
New Hampshire,2021-11-16,146834,1630,NA,NA,1.110097116471662
New Jersey,2021-11-16,1219768,28177,NA,NA,2.3100294482229407
New Mexico,2021-11-16,295767,5191,NA,NA,1.755097762765961
New York,2021-11-16,2633082,56976,NA,NA,2.163852094237855
North Carolina,2021-11-16,1506576,18437,NA,NA,1.2237683329616296
North Dakota,2021-11-16,155340,1851,NA,NA,1.1915797605252991
Ohio,2021-11-16,1608415,26889,NA,NA,1.657656761470143
Oklahoma,2021-11-16,655512,11675,NA,NA,1.7810505375950405
Oregon,2021-11-16,380091,4803,NA,NA,1.2636447587551405
Pennsylvania,2021-11-16,1648285,32411,NA,NA,1.9663468392905352
Rhode Island,2021-11-16,184220,2896,NA,NA,1.572033438280317
South Carolina,2021-11-16,908839,14033,NA,NA,1.5440578584325717
South Dakota,2021-11-16,160088,2289,NA,NA,1.429838588776173
Tennessee,2021-11-16,1297472,16675,NA,NA,1.2851915108765353
Texas,2021-11-16,4315392,72838,NA,NA,1.6989239386448634
Utah,2021-11-16,576009,3373,NA,NA,0.5855811280726516
Vermont,2021-11-16,45024,394,NA,NA,0.8750888415067519
Virginia,2021-11-16,946061,14392,NA,NA,1.5212549719309854
Washington,2021-11-16,755011,8990,NA,NA,1.190711128712032
West Virginia,2021-11-16,283561,4636,NA,NA,1.6349215865369355
Wisconsin,2021-11-16,928290,9706,NA,NA,1.0455784291546824
Wyoming,2021-11-16,108103,1298,NA,NA,1.200706733393153
Alabama,2020-11-17,219232,3249,88038,127945,1.4819916800467086
Alaska,2020-11-17,24414,100,7165,17149,0.40960104857868435
Arizona,2020-11-17,276912,6302,45737,224873,2.2758132547524124
Arkansas,2020-11-17,134348,2225,115625,16498,1.6561467234346623
California,2020-11-17,1058786,18326,NA,NA,1.7307145643134323
Colorado,2020-11-17,167713,2578,9657,155478,1.537149773720582
Connecticut,2020-11-17,93284,4759,9800,78725,5.1016251447193515
Delaware,2020-11-17,29200,773,15007,13420,2.6472602739726026
District of Columbia,2020-11-17,19064,660,14271,4133,3.4620226605119595
Florida,2020-11-17,889864,17559,NA,NA,1.9732228745066664
Georgia,2020-11-17,426236,8967,NA,NA,2.1037641119004493
Hawaii,2020-11-17,16853,222,11958,4673,1.3172728890998635
Idaho,2020-11-17,83344,763,35215,47366,0.9154828181992704
Illinois,2020-11-17,585248,11204,NA,NA,1.914402099622724
Indiana,2020-11-17,256744,5323,150235,101186,2.0732714299068333
Iowa,2020-11-17,189597,2023,108187,79387,1.0670000052743451
Kansas,2020-11-17,124585,1268,3006,120311,1.01777902636754
Kentucky,2020-11-17,139097,1664,24568,112865,1.196287482835719
Louisiana,2020-11-17,205057,6139,176107,22811,2.9938017234232435
Maine,2020-11-17,9117,165,6830,2122,1.8098058571898652
Maryland,2020-11-17,167656,4309,8380,154967,2.5701436274275897
Massachusetts,2020-11-17,190439,10340,137422,42677,5.429560121613745
Michigan,2020-11-17,288954,8431,138862,141661,2.917765457477661
Minnesota,2020-11-17,231018,2973,179614,48431,1.2869127081006675
Mississippi,2020-11-17,134898,3545,116683,14670,2.627911459028303
Missouri,2020-11-17,259949,3424,NA,NA,1.317181447130014
Montana,2020-11-17,48027,522,27496,20009,1.086888625148354
Nebraska,2020-11-17,101601,797,53528,47276,0.7844410980206887
Nevada,2020-11-17,122099,1917,2621,117561,1.5700374286439691
New Hampshire,2020-11-17,14907,500,11185,3222,3.3541289327161734
New Jersey,2020-11-17,303215,16580,39643,246992,5.468067213033656
New Mexico,2020-11-17,65454,1236,25089,39129,1.88834906957558
New York,2020-11-17,570323,33889,81908,454526,5.94207142268504
North Carolina,2020-11-17,314207,4814,276132,33261,1.5321109968905848
North Dakota,2020-11-17,64885,743,53242,10900,1.1451028743160978
Ohio,2020-11-17,305364,6341,205198,93825,2.0765381642891763
Oklahoma,2020-11-17,156857,1538,126162,29157,0.9805109112121232
Oregon,2020-11-17,57646,765,5870,51011,1.327065190993304
Pennsylvania,2020-11-17,276413,9319,183336,83758,3.371404384019565
Rhode Island,2020-11-17,43923,1297,3172,39454,2.952894838694989
South Carolina,2020-11-17,196617,4143,102038,90436,2.10714231221105
South Dakota,2020-11-17,66278,644,47495,18139,0.9716648058179184
Tennessee,2020-11-17,318888,3923,271864,43101,1.23021248839718
Texas,2020-11-17,1050408,20420,875521,228175,1.816538506702155
Utah,2020-11-17,155779,723,105481,49575,0.46411904043548874
Vermont,2020-11-17,3008,59,2050,899,1.961436170212766
Virginia,2020-11-17,204637,3806,22362,178469,1.8598787120608689
Washington,2020-11-17,137561,2520,NA,NA,1.8319145688094736
West Virginia,2020-11-17,34460,585,23498,10377,1.6976204294834591
Wisconsin,2020-11-17,334562,2764,243841,87957,0.8261547934314118
Wyoming,2020-11-17,23193,144,12902,10147,0.6208769887466046
Alabama,2021-11-17,840495,15999,NA,NA,1.90352113932861
Alaska,2021-11-17,146598,840,NA,NA,0.5729955388204477
Arizona,2021-11-17,1220433,21736,NA,NA,1.7810072326788935
Arkansas,2021-11-17,520725,8592,NA,NA,1.6500072014979117
California,2021-11-17,5020018,73299,NA,NA,1.4596236310116704
Colorado,2021-11-17,792498,8757,NA,NA,1.1049870157401027
Connecticut,2021-11-17,410473,8826,NA,NA,2.1502023275586946
Delaware,2021-11-17,148293,2143,NA,NA,1.4451120417012266
District of Columbia,2021-11-17,65707,1195,NA,NA,1.8186798971190283
Florida,2021-11-17,3711612,60846,NA,NA,1.639341612215932
Georgia,2021-11-17,1650756,29901,NA,NA,1.8113518896796377
Hawaii,2021-11-17,85948,977,NA,NA,1.1367338390654815
Idaho,2021-11-17,301191,3785,NA,NA,1.2566776563708744
Illinois,2021-11-17,1747513,28570,NA,NA,1.6348948477064262
Indiana,2021-11-17,1058379,17147,NA,NA,1.6201190688779727
Iowa,2021-11-17,506538,7166,NA,NA,1.4147013649518891
Kansas,2021-11-17,450666,6617,NA,NA,1.4682714027683472
Kentucky,2021-11-17,764686,10318,NA,NA,1.349312005189058
Louisiana,2021-11-17,765766,14708,NA,NA,1.920691177200346
Maine,2021-11-17,112090,1243,NA,NA,1.1089303238469088
Maryland,2021-11-17,573044,11075,NA,NA,1.9326613663174208
Massachusetts,2021-11-17,881310,19214,NA,NA,2.180163620065584
Michigan,2021-11-17,1370035,24408,NA,NA,1.7815603251011836
Minnesota,2021-11-17,857791,9171,NA,NA,1.0691415507973387
Mississippi,2021-11-17,509717,10215,NA,NA,2.0040532295371745
Missouri,2021-11-17,879913,12903,NA,NA,1.46639497313939
Montana,2021-11-17,186207,2513,NA,NA,1.349573324311116
Nebraska,2021-11-17,298082,3070,NA,NA,1.0299179420427935
Nevada,2021-11-17,450186,7871,NA,NA,1.7483884438876376
New Hampshire,2021-11-17,147652,1639,NA,NA,1.1100425324411454
New Jersey,2021-11-17,1221507,28200,NA,NA,2.3086236918822407
New Mexico,2021-11-17,296790,5203,NA,NA,1.7530914114356952
New York,2021-11-17,2638106,57020,NA,NA,2.1613991249782987
North Carolina,2021-11-17,1507915,18462,NA,NA,1.2243395682117362
North Dakota,2021-11-17,156114,1859,NA,NA,1.1907964692468325
Ohio,2021-11-17,1614054,26951,NA,NA,1.654343658886258
Oklahoma,2021-11-17,655857,11690,NA,NA,1.7824007367459676
Oregon,2021-11-17,380866,4855,NA,NA,1.2747265442439073
Pennsylvania,2021-11-17,1654063,32483,NA,NA,1.963830881895067
Rhode Island,2021-11-17,184777,2901,NA,NA,1.5700005953121872
South Carolina,2021-11-17,909288,14042,NA,NA,1.5442851989688635
South Dakota,2021-11-17,160992,2294,NA,NA,1.4249155237527331
Tennessee,2021-11-17,1298767,16732,NA,NA,1.2882988249624452
Texas,2021-11-17,4319752,72909,NA,NA,1.6985467918668056
Utah,2021-11-17,577247,3386,NA,NA,0.5865773230523502
Vermont,2021-11-17,45213,395,NA,NA,0.8736425364386349
Virginia,2021-11-17,947271,14422,NA,NA,1.5224787837904887
Washington,2021-11-17,756310,9029,NA,NA,1.1938226388650155
West Virginia,2021-11-17,284165,4676,NA,NA,1.645522847641335
Wisconsin,2021-11-17,932930,9741,NA,NA,1.044129784656941
Wyoming,2021-11-17,108413,1347,NA,NA,1.2424709213839669
Alabama,2020-11-18,220848,3301,88038,129509,1.494693182641455
Alaska,2020-11-18,25056,102,7165,17789,0.407088122605364
Arizona,2020-11-18,279896,6312,46103,227481,2.255123331523137
Arkansas,2020-11-18,135902,2245,117068,16589,1.651925652308281
California,2020-11-18,1070075,18379,NA,NA,1.7173922997208853
Colorado,2020-11-18,172044,2608,9828,159608,1.515891283625119
Connecticut,2020-11-18,94986,4771,9800,80415,5.022845471964289
Delaware,2020-11-18,29552,776,15161,13615,2.625879805089334
District of Columbia,2020-11-18,19309,660,14336,4313,3.4180951887720754
Florida,2020-11-18,897323,17644,NA,NA,1.9662930739544175
Georgia,2020-11-18,430571,9008,NA,NA,2.092105599308825
Hawaii,2020-11-18,16905,222,11958,4725,1.3132209405501332
Idaho,2020-11-18,85125,798,35530,48797,0.9374449339207048
Illinois,2020-11-18,597849,11317,NA,NA,1.892952902823288
Indiana,2020-11-18,262207,5405,153381,103421,2.061348476585293
Iowa,2020-11-18,193198,2064,109978,81156,1.0683340407250592
Kansas,2020-11-18,125170,1268,3006,120896,1.013022289686027
Kentucky,2020-11-18,142008,1697,24760,115551,1.1950030984169906
Louisiana,2020-11-18,207685,6156,176107,25422,2.9641042925584418
Maine,2020-11-18,9363,166,7025,2172,1.772936024778383
Maryland,2020-11-18,169805,4335,8408,157062,2.5529283590000293
Massachusetts,2020-11-18,192964,10360,137422,45182,5.368877096245932
Michigan,2020-11-18,296840,8511,138862,149467,2.8672011858240127
Minnesota,2020-11-18,236949,2999,186680,47270,1.2656732039384002
Mississippi,2020-11-18,135803,3581,116683,15539,2.636907873905584
Missouri,2020-11-18,265904,3488,NA,NA,1.3117516096034658
Montana,2020-11-18,49398,543,29105,19750,1.099234786833475
Nebraska,2020-11-18,103805,816,54095,48894,0.786089302056741
Nevada,2020-11-18,123795,1944,2649,119202,1.5703380588876772
New Hampshire,2020-11-18,15173,502,11250,3421,3.3085085348975154
New Jersey,2020-11-18,307958,16618,39800,251540,5.396190389598582
New Mexico,2020-11-18,67559,1264,25411,40884,1.8709572373776997
New York,2020-11-18,574935,33985,82022,458928,5.911102994251524
North Carolina,2020-11-18,317495,4852,276132,36511,1.5282130427250822
North Dakota,2020-11-18,65967,775,55176,10016,1.1748298391620051
Ohio,2020-11-18,312443,6420,208945,97078,2.054774790921864
Oklahoma,2020-11-18,158408,1544,128057,28807,0.9746982475632544
Oregon,2020-11-18,58570,778,5870,51922,1.328325081099539
Pennsylvania,2020-11-18,282483,9353,184593,88537,3.3109957059362864
Rhode Island,2020-11-18,44528,1302,3195,40031,2.92400287459576
South Carolina,2020-11-18,197900,4156,103154,90590,2.1000505305709956
South Dakota,2020-11-18,67284,644,48016,18624,0.957136912193092
Tennessee,2020-11-18,320729,3995,276497,40237,1.2455998678011655
Texas,2020-11-18,1062241,20536,883223,233736,1.805370573057464
Utah,2020-11-18,158957,732,106601,51624,0.46050189673936975
Vermont,2020-11-18,3104,59,2107,938,1.9007731958762888
Virginia,2020-11-18,206762,3835,22466,180461,1.8547895648136503
Washington,2020-11-18,139120,2532,NA,NA,1.8200115008625648
West Virginia,2020-11-18,35324,598,24019,10707,1.6929000113237458
Wisconsin,2020-11-18,342155,2867,248700,90588,0.8379243325393462
Wyoming,2020-11-18,24453,155,13407,10891,0.6338690549216865
Alabama,2021-11-18,840991,16025,NA,NA,1.9054900706428488
Alaska,2021-11-18,147040,842,NA,NA,0.5726332970620239
Arizona,2021-11-18,1223892,21752,NA,NA,1.77728100191847
Arkansas,2021-11-18,521553,8595,NA,NA,1.6479629107684166
California,2021-11-18,5025262,73405,NA,NA,1.4602093208718725
Colorado,2021-11-18,796412,8783,NA,NA,1.1028211528706249
Connecticut,2021-11-18,411311,8834,NA,NA,2.1477665318943573
Delaware,2021-11-18,148674,2143,NA,NA,1.44140871974925
District of Columbia,2021-11-18,65793,1195,NA,NA,1.8163026461781648
Florida,2021-11-18,3711612,60846,NA,NA,1.639341612215932
Georgia,2021-11-18,1651952,30027,NA,NA,1.817667825699536
Hawaii,2021-11-18,86090,985,NA,NA,1.144151469392496
Idaho,2021-11-18,301841,3801,NA,NA,1.2592722658618278
Illinois,2021-11-18,1752502,28593,NA,NA,1.6315530595685483
Indiana,2021-11-18,1061791,17191,NA,NA,1.6190568577055182
Iowa,2021-11-18,508513,7268,NA,NA,1.429265328516675
Kansas,2021-11-18,453701,6637,NA,NA,1.4628576970295415
Kentucky,2021-11-18,766830,10354,NA,NA,1.3502340805654447
Louisiana,2021-11-18,766391,14724,NA,NA,1.9212125403351552
Maine,2021-11-18,113132,1243,NA,NA,1.0987165435067
Maryland,2021-11-18,573835,11086,NA,NA,1.9319142262148528
Massachusetts,2021-11-18,884299,19235,NA,NA,2.175169258361708
Michigan,2021-11-18,1387938,24684,NA,NA,1.7784656086943365
Minnesota,2021-11-18,861235,9217,NA,NA,1.070207318559975
Mississippi,2021-11-18,509942,10217,NA,NA,2.0035611893117258
Missouri,2021-11-18,881560,12909,NA,NA,1.464335949906983
Montana,2021-11-18,186802,2523,NA,NA,1.350627937602381
Nebraska,2021-11-18,299149,3085,NA,NA,1.0312586704284488
Nevada,2021-11-18,450846,7882,NA,NA,1.7482688101923938
New Hampshire,2021-11-18,148718,1648,NA,NA,1.1081375489180867
New Jersey,2021-11-18,1223455,28220,NA,NA,2.30658258783527
New Mexico,2021-11-18,298313,5215,NA,NA,1.7481638413344374
New York,2021-11-18,2644177,57053,NA,NA,2.15768460280836
North Carolina,2021-11-18,1510086,18514,NA,NA,1.2260228887626268
North Dakota,2021-11-18,156740,1867,NA,NA,1.1911445706265154
Ohio,2021-11-18,1620436,27013,NA,NA,1.649988027913475
Oklahoma,2021-11-18,656574,11708,NA,NA,1.7831958012348952
Oregon,2021-11-18,381842,4873,NA,NA,1.2761822952949124
Pennsylvania,2021-11-18,1660087,32633,NA,NA,1.965740349752754
Rhode Island,2021-11-18,185254,2902,NA,NA,1.566497889384305
South Carolina,2021-11-18,909905,14064,NA,NA,1.545655865172738
South Dakota,2021-11-18,161474,2297,NA,NA,1.42252003418507
Tennessee,2021-11-18,1300452,16781,NA,NA,1.290397492564124
Texas,2021-11-18,4324674,73038,NA,NA,1.699982566787939
Utah,2021-11-18,579376,3398,NA,NA,0.5864930545966696
Vermont,2021-11-18,45456,398,NA,NA,0.8755719816965857
Virginia,2021-11-18,949803,14443,NA,NA,1.5206311203481142
Washington,2021-11-18,758483,9056,NA,NA,1.1939621586772544
West Virginia,2021-11-18,285135,4698,NA,NA,1.6476405912988583
Wisconsin,2021-11-18,937212,9777,NA,NA,1.043200471184748
Wyoming,2021-11-18,108658,1347,NA,NA,1.2396694214876034
Alabama,2020-11-19,223486,3347,88038,132101,1.4976329613488093
Alaska,2020-11-19,25602,102,7165,18335,0.398406374501992
Arizona,2020-11-19,283102,6365,46521,230216,2.248306264173337
Arkansas,2020-11-19,137617,2275,118751,16591,1.6531387837258478
California,2020-11-19,1082505,18492,NA,NA,1.708099060878047
Colorado,2020-11-19,176694,2651,10195,163848,1.5003339106025106
